"wl","Sample_01/0012","Sample_01/0013","Sample_01/0014","Sample_01/0015","Sample_01/0016","Sample_02/0017","Sample_02/0018","Sample_02/0019","Sample_02/0020","Sample_03/0021","Sample_03/0022","Sample_03/0023","Sample_03/0024","Sample_04/0025","Sample_04/0026","Sample_04/0027","Sample_04/0028","Sample_05/0029","Sample_05/0030","Sample_05/0031","Sample_05/0032","Sample_05/0033"
310,57.1028004461787,57.159008994901,56.9221831754311,56.7842467527603,49.9459091496786,51.2985227433837,55.4693378702294,48.6196800283955,55.5070077921236,49.1828836939742,45.6442893900005,48.2477614007433,47.504645914163,25.6769993833428,42.9568918040727,31.0574437214073,46.4599508032811,36.4698929255646,50.7104122923933,46.6469739461178,42.4654760166984,39.9160821113617
311,57.2010478691177,57.3522140058627,57.1274664051316,56.9426106176466,50.0496281476677,51.3947716203474,55.4317738590627,48.6342496958625,55.47722990066,49.0926358554996,45.4994187979955,48.0845487961028,47.3927885914625,25.4329969522906,42.8262412724812,31.1330489573831,46.5452773630787,36.5454165751002,50.6527776161226,46.7388105465949,42.5229695351462,39.9165286637019
312,57.366674542468,57.5410845207194,57.3089916615769,57.2911267631925,50.0366719170547,51.2392659551792,54.9923832525677,48.5884530465511,55.2893181158977,49.0854846576524,45.3745606265252,47.8711089861681,47.2118819737981,25.2297187990497,42.6118162847038,31.194201541592,46.5383495482909,36.4439758899279,50.4969018080729,46.8669444416877,42.5497389458495,39.9250592196695
313,57.4121802438234,57.4062455415677,57.5249987454022,57.4234096939146,50.3054209518489,51.1426320515934,54.8571149099395,48.3363117243335,55.1604200415921,48.8832862644201,45.0525880562482,47.5631842282885,46.7215275599997,25.1147713743775,42.6001325754451,31.2936352296637,46.3844626932636,36.3803027450197,50.358086045311,47.1011805507633,42.867989880611,39.9558141610869
314,57.7852235689018,57.6072028945982,57.6942991218848,57.828072403499,50.4417033755498,51.2987633310741,55.0031643415581,48.4102627202308,55.2115156409929,48.8965800822686,45.0658652810335,47.3101699443728,46.6517103411945,25.0528858614503,42.4611317137733,31.5160450258438,46.465214065479,36.3641046970054,50.2352730095751,47.2537602907307,43.2359790989497,39.8889613963577
315,58.0181043530491,57.5089443945396,57.6583889892149,57.7635281598882,50.4210666203273,51.1137331098217,54.7340843907618,48.2454668639129,54.9356923916085,48.8341919144625,44.6953878545933,46.7847051768122,46.1925706731457,25.0383584540614,42.3556447015062,31.4932939030857,46.1241767505849,36.2874206054658,49.8687459171764,47.0147870013515,43.2476295958368,39.6315269404348
316,58.0736526061654,57.3777816581881,57.824968150655,57.5578282486522,50.2471783535336,51.0401969588575,54.384501956979,47.9342958610829,54.7236176549414,48.6431677271444,44.4337218991145,46.2837620449213,45.8250201006412,24.7373809112379,42.1266328025995,31.1068514441851,45.9313566500714,35.9493515519168,49.7291591286885,46.9523555480729,43.0125218578417,39.4116470926766
317,57.9764910060817,57.5303096133212,57.4909854179998,57.6939233093756,49.7766442968212,50.5308691592437,54.058481925249,47.7904868357715,54.4573292934545,48.4775161982971,43.9884306263317,45.6018912031517,45.5964188836434,24.4325271035632,41.9852274652744,30.836030265598,45.6507768809066,35.7255872411408,49.4873925698476,46.7694859319389,42.7250734117008,39.1038993670109
318,57.9032345351023,57.5513079009873,57.2806216890941,57.4736351318731,49.3439194620785,50.4034217540787,53.870203163226,47.6028395817732,54.0079572245739,48.2353479956409,43.6663311942802,45.2099888320156,45.2954162394845,24.3244896076373,41.9118915002594,30.5628061323402,45.4485674070914,35.4780959999185,49.2797602361629,46.5461835180706,42.5554057545757,38.6462702050001
319,57.9038789107089,57.5361000661582,57.2002989610657,57.3738924197939,49.0381282193501,50.2955412647902,53.8772817010618,47.354893502802,53.6255765287464,48.11343905843,43.4862438765609,44.9713308737168,45.1874543887508,24.3619801734889,41.9836147232359,30.2659356016901,45.0983652224984,35.2899927002333,49.1614088542049,46.38378926052,42.3379475099163,38.3610678372871
320,57.9205864834312,57.441446873403,57.152415311565,57.0731439177268,48.9913607450617,50.0504888007293,53.7231216361203,47.0914497076067,53.4992522754169,47.6048972887877,43.2550810182533,44.5149792421843,44.9017610762467,24.1600727390325,41.8649393406839,29.9232615009048,44.7597470140854,35.125699014406,49.009370353245,46.1973893012265,42.1386288631243,38.2658280406693
321,57.561417575791,57.1091003401465,56.650709410022,56.6894655085975,48.4359281542857,49.6634533281904,53.0510398090443,46.7669499492843,53.0530969517896,47.1010918021994,42.7764003918432,44.0593034629822,44.5338814829326,23.9928577968436,41.5327920563052,29.5372390464496,44.3203055999777,34.7228027590704,48.6363433509967,45.8194371426068,41.5865014266437,37.9933682149821
322,57.222494949868,56.7835541711277,56.580451454436,56.3387814737869,48.2089787143269,49.2405488296986,52.6820580013265,46.4675716347947,52.5399918111659,46.9557933233502,42.2831043850645,43.7958686196951,44.4416313262451,23.9517463990062,41.3140449688901,29.0930986745132,44.2319231930881,34.3806216524522,48.4699266866174,45.7370198038077,41.3021556522484,37.882218466146
323,56.9040115336897,56.4646954399453,56.3525049861391,56.5361893193764,48.2044269199071,48.7715492932153,52.5867157977966,46.1650025618764,52.2836201843267,46.4208557553657,41.8619459048853,43.7090237909369,44.1791044524495,23.7760864015492,41.2310690326946,28.965219367362,44.1802939221502,34.2030244639884,48.3818479809705,45.5809004174683,41.1642973469676,37.7322332564342
324,56.7298257964814,56.5648610163527,56.4301261058672,56.6299627369012,48.1178691211022,48.5036912918826,52.450124994191,46.1221336641746,52.2436715728218,46.0345695879072,41.6501773733336,43.254578971159,44.0493342754347,23.7908872783147,41.143306868966,29.0481374444175,44.049257576931,34.2524306723904,48.1306277421473,45.4255272218756,41.164204067146,37.7834497499442
325,56.6731490674729,56.3986193049013,56.7365899719923,56.4906068147677,48.2771358192234,48.4610574366645,52.4072174863145,45.8824474532145,52.2092222278803,45.7311127288351,41.4190071381286,43.1579342062381,44.0279476047104,23.7119318936983,41.0544167625716,28.9178281744112,43.9378273882877,34.2028764837683,48.1201253450032,45.3933552838956,41.0952859299809,37.770298503501
326,56.6703179821399,56.2813266590472,56.7802336180566,56.4464620245645,48.2980513336444,48.3412648181311,52.1350595013863,45.4282973710652,51.8890927306781,45.4746477066633,41.0292684648389,43.033582067642,43.5745842004827,23.4449130456325,40.5585869265815,28.7123161302558,43.6625232709055,33.9674403481007,47.6773486080164,45.159218667414,40.9025504991035,37.5447561167192
327,56.6189362872569,56.1459343951048,56.6530892947244,56.2089996689399,48.0158465891548,48.2284252332921,51.7894158737557,45.2263287900844,51.7858884972813,45.0609048106308,40.5275556623651,42.9207193044233,43.2607269641106,23.2623994241636,40.4129311710871,28.6760103570111,43.7080049515161,33.7957294468761,47.3960637499007,45.0205610022533,40.7836500018723,37.2525349753498
328,56.5165848307596,56.0261852943891,56.4466279720528,56.2124863617161,48.0750174707639,47.9918547015388,51.5675167820242,44.9742211510435,51.3962304946553,44.8443835750917,40.3375108451212,42.8325109784414,43.1280978327304,23.3687738213414,40.3353606415177,28.589662591032,43.6050195705214,33.4902289699731,47.2294378252421,44.7446465484129,40.5081029977135,37.0616273130133
329,56.4041801503407,56.1153478787489,56.5167148228268,56.0166540291522,47.8643755262757,47.6057578247545,51.7434673193485,44.9464395678789,51.3095279798845,44.6821810049145,40.277945319776,42.7552610057477,43.0347550756509,23.4166504439976,40.1878765793171,28.3846650914427,43.7094713985444,33.3942211793922,47.2200850888371,44.5920450486524,40.520453466972,37.0299955157578
330,56.3945152589927,56.1525527494396,56.2922756595081,55.9428105696963,47.6545729008135,47.4892207374148,51.6856039659573,44.7575530792277,51.081402496161,44.3710052316339,40.3689303535572,42.4697902791394,42.3332310726311,23.2798769570184,40.1160391786021,28.5420913453536,43.5272440586534,33.3875161253061,47.1549668610676,44.3187000596284,40.4891383478512,36.7929254213375
331,56.4006144707368,56.1854591790119,56.3063034882678,55.8497050250092,47.6032409343876,47.5417454415104,51.3323355523845,44.6409623005272,51.0180275781783,44.261384454726,40.0662026582077,42.2862529163173,42.3473069512076,23.2857140868211,39.849945216256,28.5449474871399,43.3698373752605,33.3363686907932,47.2054698380042,44.3875345391198,40.5944321129092,36.8020299616035
332,56.4729365765317,56.2991025095026,56.3233124902113,55.7841707192954,47.5667098177545,47.5609933944088,51.2419929449054,44.6196075968039,50.8704669626436,43.9508486766665,39.9219768529857,42.2575764873094,42.1273029051784,23.3129733073119,39.8623734271468,28.6547379758041,43.1261316192422,33.3226666013406,47.1002292199289,44.3381536354682,40.622602327625,36.5138656935873
333,56.4957645467164,56.3685065073545,55.980960437746,55.8483494126787,47.446461053035,47.4412728852289,51.3160302326497,44.6206899009737,50.8005486480215,43.7020641172571,39.8387142506733,42.1082479252123,41.9981776291693,23.3860612869277,39.8120253039155,28.6624357054071,43.0272101580692,33.1959530033147,47.1070137136938,44.1887090254817,40.6405409330847,36.5607297518127
334,56.6602289742818,56.4640606915779,55.8978837810382,55.9379034191297,47.5995038354134,47.2352324560632,51.3831735184313,44.7363773777854,50.6242218264172,43.2725143249805,39.7675299773732,41.9088514240313,42.1197662490636,23.4850700879337,39.822807329086,28.8023897509582,42.9748758118052,33.0443827548075,47.1628468133863,44.2374045877074,40.5479449071866,36.6528151747278
335,56.579753102792,56.5798571091722,55.9834755347911,56.0708925993838,47.6252477995419,47.2511541872342,51.3159226003108,44.5929849511942,50.5875929000164,43.0998443912368,39.7516502056931,41.7330161918693,42.0057468213,23.3620174808867,39.7039339435053,28.8062879665176,42.8816832860726,33.1777000798342,47.1053022831279,44.545752869097,40.5625253053223,36.5649813844203
336,56.8066964826547,56.7966475478662,56.2722913836444,56.1712051322856,47.3123098366617,47.4792486693964,51.5535656141631,44.6761167931028,50.8971463331206,42.9863657563151,39.5269888709486,41.6912580875896,42.0080389684701,23.383999543762,39.696101135858,29.0073181897033,43.0162702829732,33.4523032699462,47.3112268385761,44.8177364059488,40.7154474421092,36.5738557946245
337,56.8286239585156,56.7981525886912,56.312112248934,56.2089744675635,47.3802587821453,47.6344377431434,51.2172317280049,44.3505165034989,51.079882053813,42.894463616172,39.3170102243532,41.3820830173184,41.7528040440735,23.2330794473451,39.6500355894606,29.2336051727282,42.7780999988269,33.2642344912658,47.0743058495636,44.6962966325164,40.5165439950729,36.5694065218376
338,56.9623432236293,56.8929850120414,56.5316290266368,56.1847131793929,47.5439798704425,47.5075725229286,51.0961243907598,44.1657781070955,51.0793715658388,42.6087238088686,39.1141204207691,41.4296476924166,41.5081797582554,23.2161516259311,39.622660004494,29.1180270302958,42.5663830522421,33.1141919013032,46.922069154819,44.6482021255628,40.3114270711596,36.528100787217
339,56.6470076723418,56.9111914739515,56.3484477309126,56.2302839043871,47.3131970925561,47.058903411778,51.0284804607772,44.1477320076311,51.2295125465755,42.5013910217771,38.9062157425313,41.1873655266871,41.2882639913618,23.0942853634394,39.3882085592395,29.0300159075012,42.3690055931374,32.9544657105684,46.6634377766011,44.4826498308024,40.2242205188431,36.4340498147786
340,56.5653723510946,56.8231981694499,56.2383532568038,56.2207554133054,47.0701811248065,46.9911423865652,50.9017928502551,43.8027803862131,50.9268732973768,42.5778074969165,38.6203838866266,41.1614331754367,41.1706191920951,22.7895865913875,39.0593763028394,28.948271530053,42.086201171006,32.8942792924546,46.5706959724408,44.339558618144,40.2686416823613,36.2156950829887
341,56.5032889904154,56.6492572720699,56.1194326152027,56.0448565844991,46.8296811691975,46.7904865595299,50.3712957866831,43.504996243559,50.6564575077865,42.4866218524102,38.4311954330318,40.8251787281239,40.9019622432286,22.6040187346666,38.8161424015062,28.7139664626267,41.8967588429212,32.6286806849303,46.3301649657001,44.207161673852,40.1506204909356,35.8178843935709
342,56.3833530407408,56.5285833291744,56.128467286497,56.137064777067,46.5842248648773,46.5952777074476,50.3416558531188,43.3715815852359,50.5642211815639,42.518234054922,38.2570807411415,40.7492965073979,40.5953257642788,22.6878943021094,38.7892994582499,28.6743801345273,41.8884180575359,32.7628267674281,46.4431665198037,43.9944578958372,40.2035583674516,35.5877996249471
343,56.4793830017567,56.6960363915121,56.3013113846383,56.3040165647343,46.6154322690539,46.5520420960585,50.0312889178148,43.2740096967874,50.5483719979646,42.4425873261044,38.0787720081032,40.7225937994192,40.4671706345133,22.7570795524073,38.8924296389283,28.5191409012778,41.9576866261806,32.7493559207572,46.4492166181675,43.955613410314,40.2967794141826,35.7472332161097
344,56.175669056447,56.6401023417647,56.3529409023162,56.233393633138,46.6318890337053,46.2580923183125,49.8747043453172,43.1288290756362,50.2862533257892,42.3409170403896,37.9773147355603,40.4781317289909,40.4195397675932,22.7437236632307,38.6259151516932,28.2469608541056,41.8105239847788,32.4633978295276,46.1947421054283,43.6671591108117,40.2029686223875,35.5364289427113
345,56.2320033114516,56.5379542395697,56.2468737634802,56.272786154619,46.654573820156,46.162169881363,49.9763554338437,43.3283628104267,50.4529445241237,42.1810116471006,37.9807753527573,40.4013095368701,40.5684401763677,22.8532919566829,38.661809500287,28.2605705154056,42.1134507965926,32.5569211142151,46.3024236039201,43.9049539448656,40.4153313010281,35.4451496904123
346,56.2366832504791,56.3543226734731,56.1499416904503,56.1911051275018,46.776301289833,46.1819858537357,50.0725531805278,43.2002952416187,50.2136598556931,42.0936214169576,37.9598557305206,40.3171807945038,40.7471655597417,22.8244257371748,38.6066512831241,28.016011619236,42.1625508981937,32.5850309870907,46.3905800356906,43.7888034583127,40.3830235622377,35.398150244902
347,56.4885854043403,56.1952145583059,56.3006957175218,56.2175956522757,46.8266497631996,46.277151458167,50.4003145533837,42.9950378683373,50.369739426315,41.8430881032344,37.937991691489,40.3099703952835,40.7596158733689,22.8435699807488,38.6947846887217,27.9562304946567,42.1933927084869,32.4222320969668,46.4152687178062,43.9055140400665,40.2025976743052,35.3651261070409
348,56.5625755715165,56.2554007403235,56.5900835703431,56.1057264844626,47.0019718386027,46.2840924569654,50.4178784512132,43.0116181576391,50.5255122836043,41.7058623100757,37.8479582927043,40.2184225662238,40.7725339817178,22.8632318511328,38.8670444286969,27.9068996672602,42.3804922252373,32.440633520707,46.4248983363093,44.0353731536101,40.3890437172245,35.4701445793939
349,56.6725144168461,56.1698566827465,56.5769000261963,56.09021566313,47.0746634467387,46.2607029567644,50.4910675440167,43.028987969325,50.7826528471666,41.5743607283542,37.9204015138177,40.2170965020424,40.7709385542408,22.8581416856302,38.6435135547935,28.033859825613,42.4163409799075,32.6155455937063,46.4182492674189,44.0409697230356,40.3988488126366,35.6170758302641
350,56.5698907705395,56.0994941389189,56.4873462138183,56.1153050062815,47.1430791706386,46.2457773832142,50.524226648593,42.9033991214921,50.7026013874786,41.2403086223064,37.977312666288,40.078069128436,40.7683235026536,22.6325974852213,38.3582871496673,27.8782752823239,42.4608713238558,32.474202114655,46.4047857959448,44.1384701366773,40.451812615899,35.5909860155382
351,56.5423088060801,56.0242122424465,56.3240825548305,55.9275285847052,47.1749337626996,45.9404195871906,50.5002144863109,42.7782838577106,50.5422649801164,41.0205688301189,37.8772027340239,40.0094591166958,40.6307823465891,22.413119498125,38.1705573274883,27.7926623840789,42.3587658119707,32.3639978301681,46.2932022930479,44.3124140639538,40.2667248054067,35.4357079307961
352,56.5777898513587,56.0963247950498,56.2783464862623,55.9235315572631,47.3025779942065,45.9743855055074,50.2433706032253,42.5413046090846,50.3611121625748,40.8784886915082,37.9713458401194,40.1366971623859,40.4237179257766,22.3709846940846,38.0948387039714,27.7985046988952,42.219862711917,32.5587090802442,46.3931301183813,44.4592384288773,40.2469798332224,35.4820472120114
353,56.7420963109293,56.2652816526194,56.5052369418933,56.0768985124585,47.2615534907181,46.1991732452262,50.4905083582822,42.5733534742081,50.3670528455636,40.9300627256533,37.9978120466957,40.311395636093,40.5590208598281,22.2431068627007,38.0612846373527,27.8477374704099,42.2199627014812,32.6241183296054,46.4916208825625,44.6532701190586,40.2465510831578,35.5617781945653
354,56.5201026842688,56.1697757097036,56.5614041440319,55.9346287177874,47.2443506395024,46.1472552041687,50.2970810994765,42.5082407165958,50.1798079123355,40.8336575532679,37.8462078201457,40.2038543972048,40.3600455215518,22.2890538990579,38.1153386940701,27.8160796615569,42.1455529797836,32.646871469444,46.2659830204136,44.6531761785559,40.3622191579368,35.7642141018926
355,56.6903280117821,56.3843159316966,56.5904876111793,56.1237238886618,47.2976874041758,46.3134303919717,50.2369118239807,42.622952058527,49.9826163668786,40.9474481080666,38.0718489232409,40.1994136419991,40.2912098517317,22.4220821849189,38.2600146384919,27.8295022001425,42.1708950211311,32.8180523826556,46.2910958182595,44.6472542835653,40.3604830648729,35.7202311785675
356,56.543240990308,56.5791894403215,56.5630711302057,56.4323116046245,47.3842215098043,46.4557018998076,50.3798982775369,42.7282691340814,49.8883231996996,40.9463631889003,38.2166243254321,40.1932669649214,40.3325021831607,22.5221999701457,38.3974872253987,27.9624443006156,42.0964173950849,32.918860541391,46.3546661203493,44.7682955966868,40.3491617896272,35.825487928878
357,56.7090601208666,56.6051678792567,56.7737191180926,56.5450991137588,47.4543488259189,46.493926690365,50.5926776008026,42.8474248271908,50.0431503862124,40.9510155643039,38.2248133090895,40.2241601043648,40.3612740749903,22.6144296857215,38.6531718715184,27.964917542676,41.9663548207408,32.9087595376048,46.3969484895849,44.977957655289,40.4694349702363,35.8422863573808
358,56.7162228973361,56.6399146948106,56.7967269410368,56.6057366575757,47.458768614555,46.6877164089831,50.5461394324965,42.9394057657759,50.1514727172464,41.0067738292664,38.0763495312174,40.2257816801651,40.3978679439105,22.7068324973169,38.9022219936548,28.1354332849637,41.8963996740146,32.9049803195744,46.4859701972744,45.023007537653,40.4710721092861,35.8761910970262
359,56.7197840238115,56.6425404641017,56.6477560930852,56.6444922750024,47.3418094427143,46.7582589761747,50.5285255918032,42.8896124490738,50.016910077465,40.8336582585869,38.0053176534012,40.0506104227667,40.4191592683989,22.8251790986439,38.9230564115863,28.1778214434877,41.8486854148716,32.9291159934459,46.4422713454772,44.8097637914083,40.6556947207909,35.9909286125927
360,56.7916623104904,56.7579089206903,56.6933638094,56.7777893707812,47.3005799363185,46.8741070446873,50.443534772786,42.9051039736485,49.9695268011044,40.8612762081211,37.9557155676358,40.1052679970867,40.223777892413,22.9132082869946,39.1054465022591,28.2256002271975,41.8674328430266,32.8619086924641,46.5725033187859,44.8537487126104,40.8580611478056,36.1777057895417
361,56.8139307113907,56.921465331721,56.7179022831795,57.0120217045534,47.399986844984,46.9468006125134,50.3977165320107,43.1010532451958,50.0418574996022,40.8688931892052,37.9543555393446,40.0153841885632,40.0750350113534,22.9886850984493,39.1378058658031,28.4093189424181,41.918901565396,32.8516370304715,46.6391050264245,44.9019963308155,40.8657582821671,36.2889435266797
362,57.0189167522931,57.0502922470317,56.8204449084726,57.1131695063154,47.4806863798436,47.0117017100535,50.46241796662,43.0936380585426,50.2158237998518,40.9017776528119,37.9277713646933,40.0432367672128,40.0364700191519,22.9436723501359,39.1048201907946,28.487019497077,41.952170920494,32.8808915659778,46.6500263481103,45.0370466135694,40.951237896056,36.2532818413174
363,56.8603669698782,56.9933051501669,56.7291313433767,56.9356198497398,47.38373778797,46.7798145855751,50.4346979746766,42.9166931408226,50.1717704526474,40.837002462741,37.7121356226063,40.0431674898981,39.9096026593355,22.9246282963177,39.0878914953608,28.4312106763358,41.8762718721616,32.783110888934,46.6916137801602,45.1155833319324,40.9240801844612,36.2544556420497
364,56.8902904048029,56.855969023663,56.6855282515946,56.8110934899491,47.3152778773658,46.6160686307218,50.1065256317405,42.7548780585233,50.1363441000475,40.6830693823288,37.4934213420045,40.0009296250106,39.669744534469,22.8504473513483,39.0139676997559,28.4261473039948,41.7954457015928,32.7104478305615,46.5168179707576,44.8892996250546,40.8156041450671,36.1294017216671
365,56.79502834698,56.8904827361638,56.5476810616629,56.7863548476118,47.0767846838514,46.5187277536012,49.8400935724033,42.6834743209502,49.9776336301491,40.5606750097296,37.4349822519586,39.954867116376,39.4637129078848,22.7939830357594,38.7758451515037,28.4198899339146,41.8531234110437,32.6585851942128,46.3642054764973,44.7458116996462,40.7318552283295,36.2208133870356
366,56.774052946231,56.9758227899874,56.7206927100304,56.8418008569961,47.154159717495,46.5627906690587,49.8505153095282,42.6076693926969,49.9394543720558,40.6551077990703,37.3635781713542,39.9062144800142,39.3583768879865,22.7306395939096,38.7384399563359,28.4442429382526,41.8821329820651,32.7033848860771,46.2578601126426,44.8501740519475,40.7722732872085,36.144295090257
367,56.818217056231,56.7772905394842,56.7026907997483,56.7345383142141,47.1343130923736,46.5320581151111,49.9208889184978,42.739223274543,49.9435426952118,40.5883138808877,37.3530357107164,39.672981908209,39.2938954027239,22.5635208903851,38.5377286415585,28.4326955360821,41.7930342534598,32.5735245676465,46.124509661449,44.8072760864982,40.6701686561068,35.9588468771559
368,56.8181809896051,56.6560110377126,56.6743584257086,56.5283214809431,47.1225023761142,46.4296479649398,49.8682503859704,42.6454940390181,49.9235035416718,40.2876826061963,37.043000085023,39.4112435065868,39.2843874915387,22.4180267223189,38.3440930187065,28.3344055818333,41.7502488297506,32.4772561253384,46.0598086133864,44.8046556275194,40.5732432694053,35.5910691577436
369,56.573916337602,56.5414037209208,56.5870111390585,56.2211642137989,46.9729741611595,46.2226069669186,49.5618395708269,42.4230279934651,49.5712593331977,40.124023912506,36.9437795736256,39.341798590679,39.1348953084767,22.4663424463008,38.0945364647316,28.1376831412661,41.7180480808629,32.2590578491391,45.7335553018346,44.5541148009314,40.5312303432874,35.5454620622782
370,56.5242386798051,56.2906929078808,56.4579551340645,56.1310718168617,46.9001455490187,46.225065232663,49.3075506677704,42.3778570590513,49.364074999736,39.8855370742872,36.8936957772815,39.0925724423678,38.9384002747184,22.3802554476591,37.8868708614362,27.9605500846717,41.5671151134163,32.1685982006292,45.5809544123141,44.1219853908739,40.2856287887222,35.3960793688727
371,56.6146467505941,56.2801398427697,56.3686729298567,56.1416501113419,47.0158558023963,46.2596428759696,49.272906327105,42.4896195695519,49.3363626194039,39.8361437834831,36.8558396862767,38.8368112355373,39.0142360644055,22.2428394140132,37.85434695585,27.9397116303431,41.5677389969798,32.2718578190375,45.6086674413708,44.2494879075768,40.2942675176424,35.2693163412404
372,56.5299221395737,56.2945528731456,56.4557186109628,56.2407091339032,47.1135221895236,46.4084086460117,49.3892297009222,42.4601146643491,49.4788172248008,40.0459532326888,36.8755954746963,38.715905210538,39.1480593825936,22.3004767867107,37.9399580520409,27.863645536287,41.4973603981605,32.2306842544076,45.7378095660781,44.3367423844095,40.2631291685476,35.1432153821864
373,56.5950427249534,56.3049572771604,56.4640779108608,56.2722153355681,47.2641196752646,46.4417297478244,49.5898144175405,42.5024181233218,49.5511015711148,40.0454656567862,36.6947477810493,38.7665943318031,39.220169876447,22.2281065653847,37.7988910066714,27.8107931962614,41.4624289880278,32.2890281199861,45.7245729412454,44.1599946814737,40.2354355809403,34.9347220911373
374,56.7024346804661,56.6331838562839,56.6024415646371,56.2966155830404,47.4275069027284,46.5011386119185,49.4835324258956,42.679284246042,49.7203093454443,40.1489758715186,36.8526953444726,38.9794554155171,39.3646653953162,22.5638922520076,38.0232162356139,27.8280932423531,41.4932123099069,32.3252504573064,45.9260845555608,44.2697515926949,40.2718982128473,35.1376663994235
375,56.6017363663795,56.623248048929,56.6959996773424,56.4558483839613,47.3215972199643,46.2532044432521,49.2850190914833,42.6199635064531,49.7943776085296,40.074534592443,36.9022967218684,39.0041894396476,39.2901397092073,22.5890881625899,38.047597573823,27.7762823393252,41.5048093268706,32.536987030455,45.9338656386982,44.4540349183471,40.3572292246482,35.2143376713093
376,56.5436624088547,56.5908253953141,56.5263510121362,56.5193956661847,47.3145402171212,46.1984640247515,49.3260733058169,42.4026576053303,49.8113555541089,40.184103919541,36.9029394746825,38.9487377495105,39.2335628618755,22.5726425683187,37.9887466242162,27.7784620848046,41.2689104380096,32.5537171775733,46.0943341838438,44.3736891322918,40.3525690196459,35.2840638605867
