"wl","1068_03_03_blankie/SPECTRUM0072","1068_03_03_blankie/SPECTRUM0073","1068_03_03_blankie/SPECTRUM0074","1068_03_03_blankie/SPECTRUM0075","1106_05_02_blankie/SPECTRUM0012","1106_05_02_blankie/SPECTRUM0013","1106_05_02_blankie/SPECTRUM0014","1106_05_02_blankie/SPECTRUM0015","1116_05_02_blankie/SPECTRUM0053","1116_05_02_blankie/SPECTRUM0054","1116_05_02_blankie/SPECTRUM0055","1116_05_02_blankie/SPECTRUM0056","1116_05_13_blankie/SPECTRUM0036","1116_05_13_blankie/SPECTRUM0037","1116_05_13_blankie/SPECTRUM0038","1116_05_13_blankie/SPECTRUM0039","1118_05_05_blankie/SPECTRUM0012","1118_05_05_blankie/SPECTRUM0013","1118_05_05_blankie/SPECTRUM0014","1118_05_05_blankie/SPECTRUM0015","1120_05_01_blankie/SPECTRUM0055","1120_05_01_blankie/SPECTRUM0056","1120_05_01_blankie/SPECTRUM0057","1120_05_01_blankie/SPECTRUM0058"
320,19.9423793435342,18.1338744626619,18.6364197245342,19.4116419490656,18.4861089272067,14.2569084118851,20.9068924598932,16.5590624310378,24.1365341379788,25.3377824234272,26.1828722255911,24.5970445921634,23.2255670851397,20.7311044944354,18.3195646373892,17.8786344988479,29.1202587799463,26.8035060820069,25.663768239239,24.4889946284935,25.5597154356785,31.6579185278446,30.0172448594753,25.8867970961059
321,19.7577973750584,17.9390046677418,18.5678056612556,19.4331099222525,18.4169275179913,14.2108259352086,21.0223040810653,16.2381051889014,24.1407415012907,25.2978872386824,26.147821268744,24.2251896842929,23.2700189844788,20.7373009650446,18.1889769828728,17.591846687089,29.0229261839913,26.4298357904226,25.3985008870281,24.4239783182451,25.5171359537461,31.5508122777491,29.8244339419965,25.6994023371439
322,19.6200479037672,17.9096336264145,18.3221867844948,19.253642936981,18.2530151775644,14.2010614273055,20.7905392204578,16.1645660282667,23.952772768596,25.1278041662485,26.1973711671754,24.1563884667685,23.0777448322728,20.4760428909644,18.0230575394589,17.6520107937775,28.7303421511869,26.340456299063,25.2967911705025,24.366878169388,25.5527447084528,31.3037415330521,29.8085566948509,25.3448127287551
323,19.2505975240485,17.9137263824871,18.1012840527083,18.9496666030729,18.2610906766812,14.1559153450998,20.5536089996547,16.2489444550188,23.8077201378202,24.8277804854132,25.9937195419497,24.0510546307103,22.8217077441775,20.2047564775257,17.8471910092632,17.5815446805257,28.533364719906,26.2412072863746,25.1280901153079,24.0053093851353,25.2244848617638,30.9596891248267,29.6227457964644,25.124193759512
324,19.1319878623465,18.2989564699679,17.9241240856935,19.0452363566083,18.3397467282829,14.2225432059499,20.5482152889863,16.3477413955769,23.6306335416148,24.5479306403023,25.9159542470398,23.9333687099667,22.931588943531,19.8650585232767,17.7515276455538,17.6772587466536,28.3632825591206,26.3603677922036,25.162178611241,24.1659122364199,25.099265023682,30.8196311158154,29.6093222018624,24.8071250907573
325,19.1946173596435,18.4939533583705,17.9352926047104,18.9652201400382,18.144798093571,14.1175356238065,20.5041111222152,16.4235844061108,23.5865871304901,24.5256815041375,25.9004890872056,23.897547093571,22.8853653952896,19.8447215308721,17.7032618084023,17.6009330445576,28.4056248949713,26.2641611604074,25.2420911839593,24.2455401604074,25.2102139968173,30.8829311203055,29.5080814252069,24.8349936002546
326,19.3002763414861,18.6446471706941,17.9097098738038,19.0001093283033,18.073516068374,14.164292706685,20.5447668155979,16.4305339150611,23.5084112392313,24.5245105254528,25.9361689236265,23.987688746873,22.950137373046,19.8806333218819,17.7665711198864,17.8279206422918,28.6313452188979,26.2518068238668,25.1925104213206,24.1803204664089,25.2953305514485,30.9328513181216,29.3686174675626,24.6124265030216
327,19.6525043856453,18.6180836596437,17.8938856386837,19.0794279326243,18.0607204184433,14.3343902733126,20.4885542221781,16.5257935045311,23.7494442650941,24.6584872236912,25.9772856640578,24.1746575970413,23.1268111663954,19.9420115686792,17.6523035940805,17.8934775233466,28.7896915440998,26.2011288792202,25.269613458393,24.5234680911441,25.623178,30.9484646359569,29.7315005914734,24.8124496318694
328,19.5946150305522,18.5877347216846,17.834207729897,18.9736160477365,17.8657821432285,14.0855896324887,20.2886763254449,16.273501751325,23.6297203540944,24.616432455074,25.9250342502021,24.2447704776643,23.1168997561974,19.7050086429005,17.5925845443108,17.8482352842848,28.7844119460709,26.1308393078468,25.0502447804209,24.3666370260554,25.4815017454072,30.9430626935877,29.7797011038895,24.8932274210539
329,19.9310678196439,18.8521204167595,18.0764427098854,19.3147744949698,17.9525221545174,14.357553917564,20.2890797128967,16.6386901771678,23.7449633035785,25.0092963170696,26.0294015175194,24.7212535494406,23.3346332393576,19.938386801192,17.8483740179074,18.1952227643699,29.0642289120042,26.4932967664636,25.3422465991113,24.5502950466539,25.6601191134233,31.0860574002734,30.1301392807021,25.2404876182085
330,19.9211666981482,18.7955655703064,18.1586030222384,19.5297435671361,17.8929961345555,14.101716375014,20.2154368141149,16.5162038764343,23.7910741726101,24.8609376561743,25.7202207844709,24.5594236569696,23.4563677850375,19.8197422801308,17.8979356594372,18.0790695948218,29.2018185353568,26.4303587046822,25.4297416577377,24.5942263699398,25.7020163668785,31.0117127727539,30.0529163650264,25.2958944454797
331,20.1055859886478,18.7024330244453,18.3253180924114,19.4517327161702,17.8579762045605,14.2372315471129,20.2400384597033,16.186926930342,23.8145762826039,25.071028869094,25.5191637934535,24.4719554425647,23.6104017168076,20.0051665200932,17.9458310928528,17.9605824662253,29.3492254201545,26.5809407258306,25.3639806050018,24.616672366777,25.9129685632218,31.1603690298149,30.1608586191982,25.279938418291
332,20.0814653261536,18.41972013696,18.2678643952262,19.3546093471206,17.8956392793559,14.2682459579025,20.1836788175502,16.1768372547104,23.7651163170393,25.0789675944742,25.3133452198471,24.2491392318633,23.5649028488985,19.9341844339314,17.8536330794131,17.7936887707933,29.5584208171415,26.4486658002207,25.5079211053255,24.4906500767156,25.8327992011689,31.0919567776597,30.1640377371562,25.5146650837046
333,20.0509976273047,18.3310643842967,18.0665928678268,19.2807752148332,17.9802433619225,14.3228168166563,20.1190813436917,16.1507311968096,23.7160729490367,25.0035455224777,25.3340923287756,24.1528383053656,23.5012162504661,19.8936238713487,17.8113564385747,17.6293914992749,29.5256744383675,26.454475403149,25.527993157862,24.1724414261446,25.6822187269526,31.0550644041848,30.0135820720945,25.3201077439403
334,19.7590240789865,17.9948927315592,18.1108862159631,19.1414776214404,17.979560561215,14.2506737021989,20.0191365390407,16.0198736366903,23.4794142912039,24.874431586039,25.2664241058824,23.9668986057706,23.547226344554,19.897930054506,17.6608160551821,17.437901514184,29.3557236167569,26.3612361599141,25.6685478832894,23.9508846224436,25.4889022698966,31.1207724953956,29.6430304257705,25.2784074905649
335,19.5149757446832,17.9271937148817,18.1984179658087,18.9352937280238,17.8421369885211,14.1691230622478,20.0681069958556,16.0805126939688,23.1396782823372,24.580391859663,24.9534915261752,23.8102019302268,23.3598193407133,19.9523435369997,17.749650504826,17.4059579380794,29.2426808508561,26.2847715698822,25.5954382394209,23.951320957329,25.3373087708311,31.1101286325117,29.5612787139819,25.2203544847039
336,19.709368625273,18.0655864849236,18.3866624515665,19.0067181814404,18.0284112277454,14.330947743539,20.1018551244454,16.1658394547299,23.027666771502,24.637755501913,25.0872790170549,23.7604878702424,23.4420843427661,20.0220854089539,17.7996086170838,17.5399675855129,29.3355742973938,26.3787094826165,25.9299220900602,24.030737157857,25.4225802767283,31.1131480167576,29.6430539155193,25.1512043388229
337,19.4315398904779,18.078684599593,18.4068425563297,19.0454120143911,18.1220420481493,14.2569908980131,20.3007979483886,16.1256027081957,22.9298311106052,24.654263201835,25.05328330915,23.7771300863955,23.3699951146756,19.8880529302681,17.7364078972656,17.4909219137109,29.1834907134256,26.3957548405443,25.9130263267412,24.1033881547523,25.2890774419624,31.2519521565038,29.5533521852696,25.1586370370048
338,19.6726198304383,18.151192881649,18.6206273499779,19.1985786559487,18.2221776126782,14.5313303908007,20.3473158263208,16.2933539111426,23.0829817841555,24.8575276093548,25.4924086979503,23.9663785874249,23.532639223572,20.1497845701036,17.6838772058332,17.6553658419148,29.3263877339107,26.2793447091731,25.944347746697,24.217842295894,25.2817786868093,31.3610068233575,29.6826534027275,25.3962044579493
339,19.6700167557247,18.1599826225429,18.7128359837415,19.2482361832672,18.156984588948,14.3904634309432,20.441213476992,16.4708510250468,23.1474981808845,24.7603666315087,25.7443396153976,24.0558897434046,23.5097823518426,20.0910221118714,17.7484651201903,17.6490695657161,29.4009021552891,26.43373158686,26.3172482530991,24.3018426755105,25.156900563096,31.3799463631664,29.5786615859021,25.3744431693641
340,19.6638483406934,18.0832506691182,18.5643582910541,19.2698781610634,18.2078060091318,14.285955869698,20.4400897038845,16.3249023071965,23.2794928909755,24.9537647974628,25.7318204673017,24.1548550491233,23.5165742097608,20.184477606547,17.8363265698234,17.6056216599291,29.4248063313568,26.5539164485303,26.2306640622681,24.3431843248458,25.0100382890558,31.1024423720281,29.4026509162415,25.3384877639495
341,19.7628025738222,18.2709933241656,18.646407225493,19.178292299808,18.4356983635008,14.4377506610315,20.507975868259,16.4623077817242,23.3736956852743,25.0647631343515,25.6365777732073,24.226726702655,23.5478796953997,20.3151148809238,17.8759017151396,17.8395434620478,29.5567542976699,26.6361134400414,26.3825154944035,24.8270261615353,25.0713769363045,31.1795569747905,29.5243878288173,25.5673074728422
342,19.7102749040749,18.3044518484591,18.6266033115954,19.2855883010196,18.4725964938476,14.4249144225102,20.5860695204455,16.4600952130264,23.3983901562907,24.9308373957812,25.6038134148897,24.2885770402929,23.6557209413387,20.2291985843619,17.8308600305611,17.6788753366692,29.6414261601856,26.8757940413308,26.2552065335396,24.9861862423474,24.9466269838686,31.1539578650384,29.7274504596238,25.6170476847719
343,19.7012130645034,18.0938563116928,18.351694211244,19.3614932936778,18.5417058643215,14.3862249466542,20.4991273340218,16.3271714910785,23.4402511520953,24.6897754141853,25.4701614239523,24.2092600754999,23.579293851276,20.0756792182216,17.7251222235464,17.5378747326918,29.6496080487915,26.9870791901308,26.3695307956435,24.9240059066134,25.0012131381155,31.0164819392176,29.483238703388,25.4240897020029
344,19.6426228680862,17.963709220902,18.1006052657678,19.0739382432393,18.4300734330593,14.3356499459304,20.3711597961556,16.147094477701,23.3284286213163,24.4908635281197,25.0812669161055,23.9847051595798,23.4435270005629,19.8834477185901,17.5606982274551,17.2783129966388,29.6600478021184,26.8268938303802,26.1380515847799,24.8061575281087,24.9563464381531,30.7638269218115,29.3336072034236,25.1634057038389
345,19.7866002519062,17.8502241599755,18.0499644616268,18.808617825846,18.325699172241,14.2273163463622,20.1943919482326,16.1103513143157,23.3131685915016,24.1712334231087,25.0542538820899,23.8737794649063,23.4980224854799,19.755981929993,17.4929841300279,17.19401002235,29.783547623089,27.0006298124928,26.1200243196121,24.6161499690467,25.0422952342186,30.6242919418266,29.2617301893601,24.9360216298995
346,19.4879159713983,17.7652168744611,17.831070044335,18.7080624080233,18.2851087335715,14.1882443063374,20.1624120776635,16.0744434488727,23.2147334250444,24.1810741490693,24.865309389619,23.7034838387295,23.4039848342487,19.6259582582843,17.3866893794654,17.0116683964591,29.5784335008899,26.9504615702261,26.1421553682593,24.6802703881044,24.9747554233685,30.5191452811886,29.1417406495819,24.8153622697528
347,19.4615027954344,17.780728692561,17.779339597563,18.5548857382934,18.3356850799033,14.3041053302451,19.9467339606226,16.058569903066,23.1518323668224,24.0596989312646,24.6899123699944,23.550936202903,23.5315410516172,19.7712678757315,17.2763778270348,17.0498058365838,29.4567387122934,26.8796883991118,25.9878503524824,24.7147252227886,24.8562033327281,30.3320395694847,29.0101917795194,24.6983334034105
348,19.3506488459058,17.8320970374096,17.8979671979371,18.5360021090369,18.3545347369263,14.1864487387234,19.8849052811508,16.0835270517449,23.1473419587337,23.870939257141,24.566617049513,23.5350886771398,23.4375199620488,19.6828398167346,17.3205438059934,16.9220969707878,29.2919226121181,26.8749242343785,25.7580415171704,24.5997868158238,24.8836436841475,30.4597939223662,29.0362606134885,24.3878088250716
349,19.2666870690982,17.8757409547453,17.8959477504521,18.7288308834748,18.201879063599,14.2804931527267,19.8961196081273,16.0350245048795,23.1846693714628,23.7973042316031,24.5245052203366,23.443192746009,23.5119121497501,19.789897336569,17.3761201367381,17.0192707869437,29.3266568788375,26.7553584218692,25.7655518162316,24.5690830473449,25.0240621894372,30.3431434714713,29.1174360802196,24.1905001679877
350,19.2294400100833,18.0139486550579,17.9692886947232,18.6357127207553,18.1831475489042,14.2927623768287,19.8963285449601,15.9605168315647,23.1341889542803,23.7608202808705,24.5588247808308,23.4116465423599,23.526673477314,19.6826016248491,17.2709901521744,17.1640763137206,29.5025762693448,26.7022536893066,25.7381501511809,24.4788746403572,25.1280257949813,30.2797834329272,29.1153120033584,24.1164150356282
351,19.0911157615171,18.1481474954041,17.982955393621,18.6361771193236,18.1553528657254,14.2967796672944,19.960922890777,15.9220457556046,22.9191266619841,23.7704830636637,24.5350593419412,23.3849968211789,23.3864399579554,19.6222144751373,17.207352239419,17.2622625908805,29.4992876322627,26.706813748307,25.6117631531618,24.4249488856254,25.0368689625376,30.2054235163662,29.1547343014842,24.0519955274741
352,18.9405817739455,18.1152651951949,17.8978277349652,18.4933638068477,18.0518251507577,14.281796075357,20.0143584277027,15.9613073289553,22.8454132345011,23.5746402803264,24.6100892016839,23.4430602865142,23.3079824535299,19.634421865963,17.105250820239,17.2358469928813,29.3745703811738,26.8233128534971,25.6088724010842,24.4876585852917,24.8955292724109,29.9750939063343,29.0209060987994,24.0235354871986
353,18.8713514078094,18.0913578044078,17.8407035641354,18.4847710520027,18.1362982436818,14.3712548921224,19.9622720219211,15.8843922053931,22.7592252228149,23.6618281613646,24.5351015308306,23.503987958124,23.2494458355656,19.7672298497123,17.1482002412719,17.3326293510555,29.4175171970847,26.8191229858615,25.4878161360259,24.4709098711597,24.7285145582067,29.8503196245697,29.0534157880073,24.0181669040811
354,19.0321885831624,18.0701339894453,17.8067937948205,18.5171302158876,17.9677666431321,14.3638777289064,19.9703280399204,15.9228264224697,22.5368077223456,23.6367334242421,24.4159716890215,23.1515680914913,23.2694777991705,19.668939160205,17.0242258095362,17.2013422331428,29.509562559993,26.9274557312978,25.4036395371551,24.3708002220786,24.6112444030971,29.741676305823,28.9732310652128,23.9097453424398
355,18.8768028281949,17.9118513983121,17.7189771049375,18.6212898438459,17.8419929364533,14.3409988343106,20.0048615927937,15.976523694372,22.3129774674649,23.4712628627795,24.4161447529044,23.0720558967339,23.0738177438349,19.5292936590476,16.7799937902236,17.0408936262221,29.4941573404866,26.7969495390235,25.2494734137001,24.1818112626973,24.5544853621767,29.7339117557815,28.9116406512166,23.9453979213284
356,18.8083221384286,17.5684535331243,17.592406403231,18.3713117504536,17.7533674486923,14.3109438569776,19.9339094087842,15.8259561689736,22.0365976296548,23.295858336363,24.23137397429,22.734358140561,22.9370285969115,19.3982238243001,16.547188593277,16.9636812408137,29.2979299706281,26.5934463220279,25.2681582581365,24.0530482125108,24.3096463512847,29.5620607020431,28.5915000611614,23.9647784060103
357,18.6869912097739,17.4947665325501,17.4035462840132,18.1248584668496,17.7461514672087,14.1679437554652,19.866580677964,15.7963052250368,21.8363838540269,23.2320192600279,24.0197460916183,22.5698272680924,22.827905417344,19.2022928315794,16.4935293988301,16.6270368569353,29.147861552525,26.5046484794398,25.2172957504078,23.8950262810801,24.0633793569586,29.4306934799086,28.3873612635311,23.8055410762814
358,18.7014385318617,17.4563101855135,17.3388898956223,18.0984917534502,17.8622948090599,14.2605417238055,19.974887351698,16.0025613757928,21.8224519110959,23.5010852977282,24.0037079524494,22.5117747670702,22.8340549602698,19.2360095080905,16.4803790045574,16.6287464664436,29.1812726599147,26.5247024460343,25.2918024953261,23.9871563681725,23.9521424812976,29.2987348494509,28.324063477327,23.8735024798497
359,18.6585335641716,17.4027648750572,17.1395237446874,17.951263669079,17.8031619950556,14.17116674101,19.8893066813947,16.0289439083792,21.6404043803869,23.3491744077251,23.8445142369664,22.2684163034128,22.748459532007,19.095090417921,16.3179083535067,16.4576810597496,29.0223596729978,26.3439061404698,25.2782522151431,23.7109986229093,23.6962588711577,29.0256459493412,28.0431232040477,23.706161550907
360,18.390845275473,17.1882823630042,17.0374463031001,17.9141005320506,17.6715558398581,14.0777785738657,19.8474282149353,16.0193908723161,21.4058366500235,23.1000593232958,23.5472627726296,21.828841929422,22.5450110114393,18.7639362508826,16.2000955224712,16.2753080892841,28.8302885742032,26.1688550923373,25.2234742327361,23.6495795097975,23.5002543030425,28.7894591442092,27.7949358823975,23.4284916258528
361,18.3439666069657,17.0701773809291,16.9659400136087,17.9057034089505,17.638250170603,14.0670068303738,19.8864529393424,15.976638067569,21.3471714018279,22.8327782409403,23.4467404167151,21.5477474149372,22.4446487733379,18.5266238515853,16.1398425338901,16.1945677639627,28.767419465627,26.0262202757468,25.170966718121,23.6047871997053,23.2950742185902,28.5613399131319,27.5841941488894,23.2689486272416
362,18.2568774422725,17.0368681371758,16.9610164703499,17.8294198593001,17.6474609870893,13.9865341516674,19.8818263948621,15.8723873804199,21.2243424790119,22.7355663320049,23.323713710564,21.4301837931659,22.3158358393742,18.470469500881,16.0888031265047,16.1900793630465,28.6737807883409,25.9121010656402,25.1878942208975,23.574618550844,23.2324863349691,28.3843517715438,27.5104995199012,23.030868797711
363,18.3348233145588,17.2328640957951,16.9694003221352,17.8414334009959,17.6660634542999,14.0609528135184,19.9838801904784,15.8510200914935,21.1925389931236,22.8745075895116,23.2991270309233,21.4574576965231,22.4093614215181,18.4021281583582,16.2028090181313,16.2440754996404,28.6404452792928,26.004980315709,25.2380579956381,23.6415057900096,23.2772087101799,28.344264401663,27.3935448095188,22.9654000578526
364,18.5051935967704,17.5080393681194,17.1609240627545,17.9842426352167,17.8283602604113,14.1522316496072,20.1452679452988,15.9674665936073,21.4381370528313,23.0925110912913,23.5090970942979,21.6440156813977,22.5087265021541,18.5041649234453,16.2719995268714,16.4088725389336,28.7996933667466,26.1360951935766,25.4116772887613,23.8716138326263,23.3802234860556,28.4089519124952,27.5832586641872,23.0165594464836
